2025-03-15 07:09:46 root         INFO     Starting GetRecords Consumer
2025-03-15 07:09:54 root         INFO     Processed User Session {'session_id': '421344a0-b1d8-400a-a8ed-5aea66c3c827', 'customer_number': 323, 'city': 'Aachen', 'country': 'Germany', 'credit_limit': 43821, 'browse_history': [{'product_code': 'S32_3207', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S700_3167', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S24_4048', 'quantity': '3', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 54, 128292), 'overall_product_quantity': 13, 'overall_in_shopping_cart': 1, 'total_different_products': 3}
2025-03-15 07:09:54 root         INFO     Produced record 49661430722085177091134165568602170532541468707573989394 to Shard shardId-000000000001


2025-03-15 07:09:54 root         INFO     Read User Session {'session_id': '0d6aa4f1-9980-407e-bf58-8786281fdf2a', 'customer_number': 404, 'city': 'Torino', 'country': 'Italy', 'credit_limit': 90848, 'browse_history': [{'product_code': 'S50_1341', 'quantity': '3', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49661430595104733930698397904591524343135482801398218802
2025-03-15 07:09:54 root         INFO     Processed User Session {'session_id': '0d6aa4f1-9980-407e-bf58-8786281fdf2a', 'customer_number': 404, 'city': 'Torino', 'country': 'Italy', 'credit_limit': 90848, 'browse_history': [{'product_code': 'S50_1341', 'quantity': '3', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 54, 257622), 'overall_product_quantity': 3, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-03-15 07:09:54 root         INFO     Produced record 49661430722085177091134165568689213191553722008152834066 to Shard shardId-000000000001


2025-03-15 07:09:54 root         INFO     Read User Session {'session_id': '96640c5c-dbc3-4193-93a7-fb5cacc4f3af', 'customer_number': 128, 'city': 'Milan', 'country': 'Italy', 'credit_limit': 115079, 'browse_history': [{'product_code': 'S32_3522', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S700_2466', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3371', 'quantity': '6', 'in_shopping_cart': True}]} from Shard shardId-000000000003 at position 49661430595104733930698397905798032311110882992632889394
2025-03-15 07:09:54 root         INFO     Processed User Session {'session_id': '96640c5c-dbc3-4193-93a7-fb5cacc4f3af', 'customer_number': 128, 'city': 'Milan', 'country': 'Italy', 'credit_limit': 115079, 'browse_history': [{'product_code': 'S32_3522', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S700_2466', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3371', 'quantity': '6', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 54, 280547), 'overall_product_quantity': 15, 'overall_in_shopping_cart': 13, 'total_different_products': 3}
2025-03-15 07:09:54 root         INFO     Produced record 49661430722085177091134165568712182782126399962472251410 to Shard shardId-000000000001


2025-03-15 07:09:54 root         INFO     Read User Session {'session_id': 'a34ec7b9-4e65-4d41-80fe-64fbc9184ca3', 'customer_number': 354, 'city': 'New Bedford', 'country': 'USA', 'credit_limit': 23861, 'browse_history': [{'product_code': 'S24_1578', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S700_2466', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S18_2248', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_2887', 'quantity': '7', 'in_shopping_cart': True}]} from Shard shardId-000000000003 at position 49661430595104733930698397916093244590949067793209753650
2025-03-15 07:09:54 root         INFO     Processed User Session {'session_id': 'a34ec7b9-4e65-4d41-80fe-64fbc9184ca3', 'customer_number': 354, 'city': 'New Bedford', 'country': 'USA', 'credit_limit': 23861, 'browse_history': [{'product_code': 'S24_1578', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S700_2466', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S18_2248', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_2887', 'quantity': '7', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 54, 304754), 'overall_product_quantity': 23, 'overall_in_shopping_cart': 13, 'total_different_products': 4}
2025-03-15 07:09:54 root         INFO     Produced record 49661430722085177091134165568726689891961775512568725522 to Shard shardId-000000000001


2025-03-15 07:09:54 root         INFO     Read User Session {'session_id': '78bf0bf6-2843-4908-b234-41f0f95c4d31', 'customer_number': 206, 'city': 'Lisboa', 'country': 'Portugal', 'credit_limit': 56154, 'browse_history': [{'product_code': 'S12_4675', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3782', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49661430595104733930698397921126002778004770215742668850
2025-03-15 07:09:54 root         INFO     Processed User Session {'session_id': '78bf0bf6-2843-4908-b234-41f0f95c4d31', 'customer_number': 206, 'city': 'Lisboa', 'country': 'Portugal', 'credit_limit': 56154, 'browse_history': [{'product_code': 'S12_4675', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3782', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 54, 329370), 'overall_product_quantity': 18, 'overall_in_shopping_cart': 0, 'total_different_products': 2}
2025-03-15 07:09:54 root         INFO     Produced record 49661430722085177091134165568750868408354068096062849042 to Shard shardId-000000000001


2025-03-15 07:09:54 root         INFO     Read User Session {'session_id': 'ba4aadc1-7aea-40f9-b492-01fe8ea7bf9c', 'customer_number': 338, 'city': 'Torino', 'country': 'Italy', 'credit_limit': 86424, 'browse_history': [{'product_code': 'S700_2824', 'quantity': '6', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49661430595104733930698397931318456363175711467750031410
2025-03-15 07:09:54 root         INFO     Processed User Session {'session_id': 'ba4aadc1-7aea-40f9-b492-01fe8ea7bf9c', 'customer_number': 338, 'city': 'Torino', 'country': 'Italy', 'credit_limit': 86424, 'browse_history': [{'product_code': 'S700_2824', 'quantity': '6', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 54, 351351), 'overall_product_quantity': 6, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-03-15 07:09:54 root         INFO     Produced record 49661430722085177091134165568762957666550214387809910802 to Shard shardId-000000000001


2025-03-15 07:09:54 root         INFO     Read User Session {'session_id': '95cbf3a5-1c64-4c11-bb50-fdc206c0ba55', 'customer_number': 279, 'city': 'Lisboa', 'country': 'Portugal', 'credit_limit': 144431, 'browse_history': [{'product_code': 'S18_2581', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_4027', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_2319', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_3029', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S24_2887', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49661430595104733930698397931537271936525959417091326002
2025-03-15 07:09:54 root         INFO     Processed User Session {'session_id': '95cbf3a5-1c64-4c11-bb50-fdc206c0ba55', 'customer_number': 279, 'city': 'Lisboa', 'country': 'Portugal', 'credit_limit': 144431, 'browse_history': [{'product_code': 'S18_2581', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_4027', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_2319', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_3029', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S24_2887', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 54, 375383), 'overall_product_quantity': 38, 'overall_in_shopping_cart': 30, 'total_different_products': 5}
2025-03-15 07:09:54 root         INFO     Produced record 49661430722085177091134165568781091553844433825430503442 to Shard shardId-000000000001


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': 'd8dd7856-173e-47c7-8dc1-91e98df22360', 'customer_number': 350, 'city': 'Vancouver', 'country': 'Canada', 'credit_limit': 48914, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_4600', 'quantity': '1', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49661430595037831695102806078049933861687674659735076866
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': 'd8dd7856-173e-47c7-8dc1-91e98df22360', 'customer_number': 350, 'city': 'Vancouver', 'country': 'Canada', 'credit_limit': 48914, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_4600', 'quantity': '1', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 467378), 'overall_product_quantity': 8, 'overall_in_shopping_cart': 3, 'total_different_products': 3}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722062876345935634947124116742058550296622137346 to Shard shardId-000000000000


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': '6d5fcbd9-50d0-479e-a14a-17a89f4790ec', 'customer_number': 135, 'city': 'North Sydney', 'country': 'Australia', 'credit_limit': 89024, 'browse_history': [{'product_code': 'S10_4757', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S700_2466', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S50_1514', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_1984', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49661430595037831695102806081523177741440505172019118082
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': '6d5fcbd9-50d0-479e-a14a-17a89f4790ec', 'customer_number': 135, 'city': 'North Sydney', 'country': 'Australia', 'credit_limit': 89024, 'browse_history': [{'product_code': 'S10_4757', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S700_2466', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S50_1514', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_1984', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 492451), 'overall_product_quantity': 22, 'overall_in_shopping_cart': 5, 'total_different_products': 4}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722062876345935634947133788148615467330019786754 to Shard shardId-000000000000


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': 'aeb67d2a-717d-4893-9895-54a4e19269b6', 'customer_number': 222, 'city': 'Lyon', 'country': 'France', 'credit_limit': 113440, 'browse_history': [{'product_code': 'S18_3233', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S32_1374', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S12_1666', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S32_2509', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S18_2319', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49661430595037831695102806082116760318871288165519327234
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': 'aeb67d2a-717d-4893-9895-54a4e19269b6', 'customer_number': 222, 'city': 'Lyon', 'country': 'France', 'credit_limit': 113440, 'browse_history': [{'product_code': 'S18_3233', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S32_1374', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S12_1666', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S32_2509', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S18_2319', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 519514), 'overall_product_quantity': 28, 'overall_in_shopping_cart': 0, 'total_different_products': 5}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722062876345935634947151922035909686767640379394 to Shard shardId-000000000000


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': 'd1d53365-fcfb-437c-88fc-ca51aa2311b1', 'customer_number': 366, 'city': 'Central Hong Kong', 'country': 'Hong Kong', 'credit_limit': 96531, 'browse_history': [{'product_code': 'S24_2022', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49661430595060132440301336688546105506791298830157479954
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': 'd1d53365-fcfb-437c-88fc-ca51aa2311b1', 'customer_number': 366, 'city': 'Central Hong Kong', 'country': 'Hong Kong', 'credit_limit': 96531, 'browse_history': [{'product_code': 'S24_2022', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 641078), 'overall_product_quantity': 8, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722062876345935634947245009324020013214092754946 to Shard shardId-000000000000


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': '472643b2-23ac-4f46-b254-ae7f15aeb14f', 'customer_number': 387, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 83053, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '5', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49661430595082433185499867292002702104278935254681518114
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': '472643b2-23ac-4f46-b254-ae7f15aeb14f', 'customer_number': 387, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 83053, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '5', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 715920), 'overall_product_quantity': 9, 'overall_in_shopping_cart': 4, 'total_different_products': 2}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722085177091134165570444573481634163775984631826 to Shard shardId-000000000001


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': 'e3b569a1-2e3f-469e-992c-490bdd7c6fb0', 'customer_number': 351, 'city': 'Newark', 'country': 'USA', 'credit_limit': 131260, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_1108', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_1889', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S700_2047', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49661430595082433185499867293696407177559031346920161314
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': 'e3b569a1-2e3f-469e-992c-490bdd7c6fb0', 'customer_number': 351, 'city': 'Newark', 'country': 'USA', 'credit_limit': 131260, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_1108', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_1889', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S700_2047', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 741311), 'overall_product_quantity': 22, 'overall_in_shopping_cart': 16, 'total_different_products': 4}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722085177091134165570459080591469539326081105938 to Shard shardId-000000000001


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': '700cfa8d-1d8e-4d19-88fb-f42862a7d271', 'customer_number': 383, 'city': 'Luleå', 'country': 'Sweden', 'credit_limit': 22747, 'browse_history': [{'product_code': 'S50_1341', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S10_4698', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S18_2432', 'quantity': '2', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49661430595082433185499867300316484965768742219439669282
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': '700cfa8d-1d8e-4d19-88fb-f42862a7d271', 'customer_number': 383, 'city': 'Luleå', 'country': 'Sweden', 'credit_limit': 22747, 'browse_history': [{'product_code': 'S50_1341', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S10_4698', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S18_2432', 'quantity': '2', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 764621), 'overall_product_quantity': 19, 'overall_in_shopping_cart': 10, 'total_different_products': 3}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722085177091134165570472378775485300247002873874 to Shard shardId-000000000001


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': 'c73c035c-88b0-4be7-96a4-1daebd1249ef', 'customer_number': 472, 'city': 'Oulu', 'country': 'Finland', 'credit_limit': 76510, 'browse_history': [{'product_code': 'S700_2466', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S32_4485', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_2972', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49661430595104733930698397940868970338131284421829984306
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': 'c73c035c-88b0-4be7-96a4-1daebd1249ef', 'customer_number': 472, 'city': 'Oulu', 'country': 'Finland', 'credit_limit': 76510, 'browse_history': [{'product_code': 'S700_2466', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S32_4485', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_2972', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 847951), 'overall_product_quantity': 20, 'overall_in_shopping_cart': 13, 'total_different_products': 3}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722085177091134165570542496473022948739135832082 to Shard shardId-000000000001


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': '0a2ca8bb-b8df-4155-84b6-b218042c1fd2', 'customer_number': 134, 'city': 'Montréal', 'country': 'Canada', 'credit_limit': 97176, 'browse_history': [{'product_code': 'S10_4962', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S10_4757', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49661430595104733930698397945635764844871768288488587314
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': '0a2ca8bb-b8df-4155-84b6-b218042c1fd2', 'customer_number': 134, 'city': 'Montréal', 'country': 'Canada', 'credit_limit': 97176, 'browse_history': [{'product_code': 'S10_4962', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S10_4757', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 872814), 'overall_product_quantity': 25, 'overall_in_shopping_cart': 10, 'total_different_products': 3}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722085177091134165570558212508677938918407012370 to Shard shardId-000000000001


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': '0d0fb521-8694-4c37-a795-36c874f02057', 'customer_number': 329, 'city': 'Stuttgart', 'country': 'Germany', 'credit_limit': 91185, 'browse_history': [{'product_code': 'S12_2823', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S32_1268', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_2238', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S12_1108', 'quantity': '5', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49661430595104733930698397951403549930253165524120764466
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': '0d0fb521-8694-4c37-a795-36c874f02057', 'customer_number': 329, 'city': 'Stuttgart', 'country': 'Germany', 'credit_limit': 91185, 'browse_history': [{'product_code': 'S12_2823', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S32_1268', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_2238', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S12_1108', 'quantity': '5', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 900732), 'overall_product_quantity': 25, 'overall_in_shopping_cart': 13, 'total_different_products': 5}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722085177091134165570573928544332929097678192658 to Shard shardId-000000000001


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': '024d0f93-9140-448f-a396-99ff7467ca24', 'customer_number': 404, 'city': 'Versailles', 'country': 'France', 'credit_limit': 98986, 'browse_history': [{'product_code': 'S18_4668', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000003 at position 49661430595104733930698397957703262376264999596623659058
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': '024d0f93-9140-448f-a396-99ff7467ca24', 'customer_number': 404, 'city': 'Versailles', 'country': 'France', 'credit_limit': 98986, 'browse_history': [{'product_code': 'S18_4668', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 944782), 'overall_product_quantity': 19, 'overall_in_shopping_cart': 19, 'total_different_products': 2}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722085177091134165570605360615642909524940029970 to Shard shardId-000000000001


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': '7c581e10-479a-48a2-a730-4fef3cc3f5c5', 'customer_number': 396, 'city': 'Brickhaven', 'country': 'USA', 'credit_limit': 78778, 'browse_history': [{'product_code': 'S18_2625', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S24_4048', 'quantity': '3', 'in_shopping_cart': True}]} from Shard shardId-000000000003 at position 49661430595104733930698397964414009600945807863404560434
2025-03-15 07:09:56 root         INFO     Processed User Session {'session_id': '7c581e10-479a-48a2-a730-4fef3cc3f5c5', 'customer_number': 396, 'city': 'Brickhaven', 'country': 'USA', 'credit_limit': 78778, 'browse_history': [{'product_code': 'S18_2625', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S24_4048', 'quantity': '3', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 972610), 'overall_product_quantity': 6, 'overall_in_shopping_cart': 6, 'total_different_products': 2}
2025-03-15 07:09:56 root         INFO     Produced record 49661430722085177091134165570617449873839055816687091730 to Shard shardId-000000000001


2025-03-15 07:09:56 root         INFO     Read User Session {'session_id': '15525835-6ef8-48e6-9468-fb6265257233', 'customer_number': 210, 'city': 'Central Hong Kong', 'country': 'Hong Kong', 'credit_limit': 51472, 'browse_history': [{'product_code': 'S18_2238', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S10_4757', 'quantity': '6', 'in_shopping_cart': True}]} from Shard shardId-000000000003 at position 49661430595104733930698397965000338623458903150576009266
2025-03-15 07:09:57 root         INFO     Processed User Session {'session_id': '15525835-6ef8-48e6-9468-fb6265257233', 'customer_number': 210, 'city': 'Central Hong Kong', 'country': 'Hong Kong', 'credit_limit': 51472, 'browse_history': [{'product_code': 'S18_2238', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S10_4757', 'quantity': '6', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 56, 997820), 'overall_product_quantity': 7, 'overall_in_shopping_cart': 7, 'total_different_products': 2}
2025-03-15 07:09:57 root         INFO     Produced record 49661430722085177091134165570631956983674431366783565842 to Shard shardId-000000000001


2025-03-15 07:09:59 root         INFO     Read User Session {'session_id': '266062cf-e964-4aa9-8a46-314c1f296c61', 'customer_number': 320, 'city': 'Bergamo', 'country': 'Italy', 'credit_limit': 114849, 'browse_history': [{'product_code': 'S32_3207', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S32_4289', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '5', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49661430595037831695102806118483666824518571932562489346
2025-03-15 07:09:59 root         INFO     Processed User Session {'session_id': '266062cf-e964-4aa9-8a46-314c1f296c61', 'customer_number': 320, 'city': 'Bergamo', 'country': 'Italy', 'credit_limit': 114849, 'browse_history': [{'product_code': 'S32_3207', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S32_4289', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '5', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 59, 50283), 'overall_product_quantity': 18, 'overall_in_shopping_cart': 14, 'total_different_products': 3}
2025-03-15 07:09:59 root         INFO     Produced record 49661430722062876345935634948817821815338645907824443394 to Shard shardId-000000000000


2025-03-15 07:09:59 root         INFO     Read User Session {'session_id': 'ab137c3c-ad94-4152-aacb-7e41e87b9d76', 'customer_number': 215, 'city': 'Reggio Emilia', 'country': 'Italy', 'credit_limit': 26202, 'browse_history': [{'product_code': 'S24_3856', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S24_1578', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S24_4620', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S700_2047', 'quantity': '5', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49661430595037831695102806135647995611407081146928857090
2025-03-15 07:09:59 root         INFO     Processed User Session {'session_id': 'ab137c3c-ad94-4152-aacb-7e41e87b9d76', 'customer_number': 215, 'city': 'Reggio Emilia', 'country': 'Italy', 'credit_limit': 26202, 'browse_history': [{'product_code': 'S24_3856', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S24_1578', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S24_4620', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S700_2047', 'quantity': '5', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 59, 71101), 'overall_product_quantity': 26, 'overall_in_shopping_cart': 16, 'total_different_products': 4}
2025-03-15 07:09:59 root         INFO     Produced record 49661430722062876345935634948833537850993636087095623682 to Shard shardId-000000000000


2025-03-15 07:09:59 root         INFO     Read User Session {'session_id': 'a573875e-3256-4fcd-8470-369cc2fdf456', 'customer_number': 109, 'city': 'Milan', 'country': 'Italy', 'credit_limit': 13079, 'browse_history': [{'product_code': 'S24_4278', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S50_1341', 'quantity': '6', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49661430595060132440301336708772643394763664225090928658
2025-03-15 07:09:59 root         INFO     Processed User Session {'session_id': 'a573875e-3256-4fcd-8470-369cc2fdf456', 'customer_number': 109, 'city': 'Milan', 'country': 'Italy', 'credit_limit': 13079, 'browse_history': [{'product_code': 'S24_4278', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S50_1341', 'quantity': '6', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 3, 15, 7, 9, 59, 167666), 'overall_product_quantity': 14, 'overall_in_shopping_cart': 14, 'total_different_products': 2}
2025-03-15 07:09:59 root         INFO     Produced record 49661430722062876345935634948890357364515523658306813954 to Shard shardId-000000000000


